year_film,year_award,ceremony,category,nominee,film,win,reducedString,tconst,primaryTitle,originalTitle
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julia Louis-Dreyfus,Enough Said,False,enough said,tt2390361,Enough Said,Enough Said
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Greta Gerwig,Frances Ha,False,frances ha,tt2347569,Frances Ha,Frances Ha
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,August: Osage County,False,august osage county,tt1322269,August: Osage County,August: Osage County
2013,2014,71,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julie Delpy,Before Midnight,False,before midnight,tt2209418,Before Midnight,Before Midnight
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bruce Dern,Nebraska,False,nebraska,tt0284342,Nebraska,Nebraska
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Oscar Isaac,Inside Llewyn Davis,False,inside llewyn davis,tt2042568,Inside Llewyn Davis,Inside Llewyn Davis
2013,2014,71,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joaquin Phoenix,Her,False,her,tt1347522,Her,Her
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Brühl,Rush,False,rush,tt0086222,Rush,Rush
2013,2014,71,Best Performance by an Actor in a Supporting Role in any Motion Picture,Daniel Brühl,Rush,False,rush,tt0297367,Rush!,Rush!
2013,2014,71,Best Original Score - Motion Picture,John Williams,The Book Thief,False,book thief,tt0816442,The Book Thief,The Book Thief
2013,2014,71,Best Original Song - Motion Picture,"""Let It Go"", Kristen Anderson Lopez, Robert Lopez",Frozen,False,frozen,tt0376606,Frozen,Frozen
2013,2014,71,Best Original Song - Motion Picture,"""Let It Go"", Kristen Anderson Lopez, Robert Lopez",Frozen,False,frozen,tt2363439,The Frozen,The Frozen
2013,2014,71,Best Original Song - Motion Picture,"""Sweeter Than Fiction"", Taylor Swift, Jack Antonoff",One Chance,False,one chance,tt1196956,One Chance,One Chance
2013,2014,71,Best Original Song - Motion Picture,"""Atlas"", Chris Martin, Guy Berryman, Jon Buckland, Will Champion",The Hunger Games: Catching Fire,False,hunger games catching fire,tt1951264,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Michael Douglas,Behind the Candelabra,True,behind candelabra,tt1291580,Behind the Candelabra,Behind the Candelabra
2013,2014,71,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Chiwetel Ejiofor,Dancing on the Edge,False,dancing on edge,tt2061633,Dancing on the Edge,Dancing on the Edge
2013,2014,71,Best Performance by an Actress In A Television Series - Drama,Robin Wright,House of Cards,True,house of cards,tt0107148,House of Cards,House of Cards
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Julianne Moore,Still Alice,True,still alice,tt3316960,Still Alice,Still Alice
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Jennifer Aniston,Cake,False,cake,tt0299629,Cake,Cake
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Felicity Jones,The Theory of Everything,False,theory of everything,tt2980516,The Theory of Everything,The Theory of Everything
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Rosamund Pike,Gone Girl,False,gone girl,tt2267998,Gone Girl,Gone Girl
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Reese Witherspoon,Wild,False,wild,tt0307669,The Wild,The Wild
2014,2015,72,Best Performance by an Actress in a Motion Picture - Drama,Reese Witherspoon,Wild,False,wild,tt0494891,Wild,Wild
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Steve Carell,Foxcatcher,False,foxcatcher,tt1100089,Foxcatcher,Foxcatcher
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Jake Gyllenhaal,Nightcrawler,False,nightcrawler,tt2872718,Nightcrawler,Nightcrawler
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,Benedict Cumberbatch,The Imitation Game,False,imitation game,tt2084970,The Imitation Game,The Imitation Game
2014,2015,72,Best Performance by an Actor in a Motion Picture - Drama,David Oyelowo,Selma,False,selma,tt1020072,Selma,Selma
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Adams,Big Eyes,True,big eyes,tt1126590,Big Eyes,Big Eyes
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emily Blunt,Into the Woods,False,into woods,tt2180411,Into the Woods,Into the Woods
2014,2015,72,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Julianne Moore,Maps To The Stars,False,maps to stars,tt2172584,Maps to the Stars,Maps to the Stars
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Michael Keaton,Birdman,True,birdman,tt3197532,The Birdman,The Birdman
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Bill Murray,St. Vincent,False,st vincent,tt2170593,St. Vincent,St. Vincent
2014,2015,72,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Joaquin Phoenix,Inherent Vice,False,inherent vice,tt1791528,Inherent Vice,Inherent Vice
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patricia Arquette,Boyhood,True,boyhood,tt1065073,Boyhood,Boyhood
2014,2015,72,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jessica Chastain,A Most Violent Year,False,a most violent year,tt2937898,A Most Violent Year,A Most Violent Year
2014,2015,72,Best Performance by an Actor in a Supporting Role in any Motion Picture,J.K. Simmons,Whiplash,True,whiplash,tt0306230,Whiplash,Whiplash
2014,2015,72,Best Original Score - Motion Picture,Hans Zimmer,Interstellar,False,interstellar,tt0816692,Interstellar,Interstellar
2014,2015,72,Best Original Song - Motion Picture,"""Yellow Flicker Beat"", Lorde, Joel Little",The Hunger Games: Mockingjay - Part 1,False,hunger games mockingjay 1,tt1951265,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1
2014,2015,72,Best Original Song - Motion Picture,"""Mercy Is"", Patti Smith, Lenny Kaye",Noah,False,noah,tt0454515,The Noah,The Noah
2014,2015,72,Best Original Song - Motion Picture,"""Mercy Is"", Patti Smith, Lenny Kaye",Noah,False,noah,tt10175340,Noah,Noah
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,True,transparent,tt1163328,Transparent,Transparent
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,True,transparent,tt3415660,The Transparent,The Transparent
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,True,transparent,tt6193538,TransPARENT,TransPARENT
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,William H. Macy,Shameless,False,shameless,tt0148783,Shameless,Shameless
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,William H. Macy,Shameless,False,shameless,tt15350894,Shame//Less,Shame//Less
2014,2015,72,Best Performance by an Actor in a Television Series - Musical or Comedy,Ricky Gervais,Derek,False,derek,tt1172992,Derek,Derek
2014,2015,72,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Allison Janney,Mom,False,mom,tt0100172,Mom,Mom
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Brie Larson,Room,True,room,tt0368226,The Room,The Room
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Brie Larson,Room,True,room,tt0417096,Room,Room
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Carol,False,carol,tt0768105,Carol,Carol
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Alicia Vikander,The Danish Girl,False,danish girl,tt0810819,The Danish Girl,The Danish Girl
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Saoirse Ronan,Brooklyn,False,brooklyn,tt1458730,Brooklyn,Brooklyn
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,The Revenant,True,revenant,tt0448099,Revenant,Revenant
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,The Revenant,True,revenant,tt1336006,The Revenant,The Revenant
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,The Revenant,True,revenant,tt2241471,An American Ghost Story,Revenant
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Will Smith,Concussion,False,concussion,tt2296697,Concussion,Concussion
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Michael Fassbender,Steve Jobs,False,steve jobs,tt2080374,Steve Jobs,Steve Jobs
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Bryan Cranston,Trumbo,False,trumbo,tt0889671,Trumbo,Trumbo
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lawrence,Joy,True,joy,tt0076238,Joy,Joy
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Schumer,Trainwreck,False,trainwreck,tt3152624,Trainwreck,Trainwreck
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Tomlin,Grandma,False,grandma,tt21394742,Grandma,Grandma
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Melissa McCarthy,Spy,False,spy,tt0372538,Spy,Spy
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matt Damon,The Martian,True,martian,tt3659388,The Martian,The Martian
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Al Pacino,Danny Collins,False,danny collins,tt1772288,Danny Collins,Danny Collins
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mark Ruffalo,Infinitely Polar Bear,False,infinitely polar bear,tt1969062,Infinitely Polar Bear,Infinitely Polar Bear
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jane Fonda,Youth,False,youth,tt13735138,Youth,Youth
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Alicia Vikander,Ex Machina,False,ex machina,tt0470752,Ex Machina,Ex Machina
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Jason Leigh,The Hateful Eight,False,hateful viii,tt3460252,The Hateful Eight,The Hateful Eight
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sylvester Stallone,Creed,True,creed,tt1632705,Creed,Creed
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Shannon,99 Homes,False,ixix homes,tt2891174,99 Homes,99 Homes
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Idris Elba,Beasts of No Nation,False,beasts of no nation,tt1365050,Beasts of No Nation,Beasts of No Nation
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mark Rylance,Bridge of Spies,False,bridge of spies,tt3682448,Bridge of Spies,Bridge of Spies
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Dano,Love & Mercy,False,love mercy,tt0903657,Love & Mercy,Love & Mercy
2015,2016,73,Best Director - Motion Picture,George Miller,Mad Max: Fury Road,False,mad max fury road,tt1392190,Mad Max: Fury Road,Mad Max: Fury Road
2015,2016,73,Best Director - Motion Picture,Tom McCarthy,Spotlight,False,spotlight,tt1895587,Spotlight,Spotlight
2015,2016,73,Best Original Song - Motion Picture,"""Writing's On The Wall"", Sam Smith, Jimmy Napes",Spectre,True,spectre,tt2379713,Spectre,Spectre
2015,2016,73,Best Original Song - Motion Picture,"""Love Me Like You Do"", Tove Lo, Max Martin, Savan Kotecha, Ali Payami, Ilya Salmanzadeh",Fifty Shades of Grey,False,fifty shades of grey,tt2322441,Fifty Shades of Grey,Fifty Shades of Grey
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,David Oyelowo,Nightingale,False,nightingale,tt1823174,Nightingale,Nightingale
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,David Oyelowo,Nightingale,False,nightingale,tt28229354,The Nightingale,The Nightingale
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Taraji P. Henson,Empire,True,empire,tt0262396,Empire,Empire
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Taraji P. Henson,Empire,True,empire,tt0954330,The Empire,The Empire
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,Outlander,False,outlander,tt0462465,Outlander,Outlander
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Eva Green,Penny Dreadful,False,penny dreadful,tt0454224,Penny Dreadful,Penny Dreadful
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Wagner Moura,Narcos,False,narcos,tt0104971,Narcos,Narcos
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Rob Lowe,The Grinder,False,grinder,tt10963882,Grinder,Grinder
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Maura Tierney,The Affair,True,affair,tt0112306,The Affair,The Affair
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Maura Tierney,The Affair,True,affair,tt1620421,Affair,Affair
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ben Mendelsohn,Bloodline,False,bloodline,tt0078879,Bloodline,Bloodline
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Isabelle Huppert,Elle,True,elle,tt0116185,Elle,Elle
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Amy Adams,Arrival,False,arrival,tt0099059,The Arrival,The Arrival
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Amy Adams,Arrival,False,arrival,tt2543164,Arrival,Arrival
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,Miss Sloane,False,miss sloane,tt4540710,Miss Sloane,Miss Sloane
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Ruth Negga,Loving,False,loving,tt0366730,Loving,Loving
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Natalie Portman,Jackie,False,jackie,tt0155769,Jackie,Jackie
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Casey Affleck,Manchester by the Sea,True,manchester by sea,tt4034228,Manchester by the Sea,Manchester by the Sea
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Andrew Garfield,Hacksaw Ridge,False,hacksaw ridge,tt2119532,Hacksaw Ridge,Hacksaw Ridge
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Viggo Mortensen,Captain Fantastic,False,captain fantastic,tt3553976,Captain Fantastic,Captain Fantastic
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Fences,False,fences,tt2671706,Fences,Fences
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,La La Land,True,la la land,tt3783958,La La Land,La La Land
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening,20th Century Women,False,ii0th century women,tt4385888,20th Century Women,20th Century Women
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Collins,Rules Don't Apply,False,rules dont apply,tt1974420,Rules Don't Apply,Rules Don't Apply
